168.7539063     ,169.7611828,no match,,,,,,,,,,
573.21875       ,574.2260265,no match,,,,,,,,,,
837.4841919     ,838.4914684,no match,,,,,,,,,,
568.34375       ,569.3510265,no match,,,,,,,,,,
844.5352173     ,845.5424938,no match,,,,,,,,,,
259.8395996     ,260.8468761,no match,,,,,,,,,,
819.5308228     ,820.5380993,no match,,,,,,,,,,
336.9735413     ,337.9808178,no match,,,,,,,,,,
221.1309509     ,222.1382274,no match,,,,,,,,,,
609.184021     ,610.1912975,610.189770423   ,C28H34O15, , 14N , , , , , , Hesperidin      C09755  11943,
565.3342896     ,566.3415661,no match,,,,,,,,,,
719.487915     ,720.4951915,no match,,,,,,,,,,
613.3512573     ,614.3585338,614.360979582   ,C40H46N4O2+2    12C , , 14N , , , , , , Toxiferine I    C09246  11437,
207.8360443     ,208.8433208,no match,,,,,,,,,,
273.1249084     ,274.1321849,no match,,,,,,,,,,
507.209137     ,508.2164135,no match,,,,,,,,,,
532.9256592     ,533.9329357,no match,,,,,,,,,,
575.2723389     ,576.2796154,no match,,,,,,,,,,
239.0771027     ,240.0843792,no match,,,,,,,,,,
157.8707886     ,158.8780651,no match,,,,,,,,,,
483.1621094     ,484.1693859,no match,,,,,,,,,,
839.500061     ,840.5073375,no match,,,,,,,,,,
793.5160522     ,794.5233287,no match,,,,,,,,,,
231.9312744     ,232.9385509,no match,,,,,,,,,,
212.9202118     ,213.9274883,no match,,,,,,,,,,
295.1035767     ,296.1108532,no match,,,,,,,,,,
177.075882     ,178.0831585,no match,,,,,,,,,,
716.2659302     ,717.2732067,no match,,,,,,,,,,
747.5184326     ,748.5257091,748.525435203   ,C40H77O10P      12C , , 14N , , , , , , 1-Hexadecanoyl-2-(9Z-octadeceno,yl)-sn-glycero-3-phospho-sn-glycerol     C13883  854128
409.2365112     ,410.2437877,410.243340117   ,C19H39O7P       12C , , 14N , , , , , , 1-Palmitoylglycerol 3-phosphate,C04036  6739
458.9894714     ,459.9967479,no match,,,,,,,,,,
295.0822449     ,296.0895214,no match,,,,,,,,,,
567.340332     ,568.3476085,no match,,,,,,,,,,
239.0766754     ,240.0839519,no match,,,,,,,,,,
843.5317993     ,844.5390758,no match,,,,,,,,,,
309.1194458     ,310.1267223,no match,,,,,,,,,,
670.454834     ,671.4621105,no match,,,,,,,,,,
455.1566467     ,456.1639232,456.162607895   ,C20H22N7O6+     12C , , 14N , , , , , ," 5,10-Methenyltetrahydrofolate ", C00445  3733
719.4891357     ,720.4964122,no match,,,,,,,,,,
371.098114     ,372.1053905,no match,,,,,,,,,,
374.9697266     ,375.9770031,no match,,,,,,,,,,
456.8591003     ,457.8663768,no match,,,,,,,,,,
180.8986969     ,181.9059734,no match,,,,,,,,,,
691.4362793     ,692.4435558,no match,,,,,,,,,,
840.5030518     ,841.5103283,no match,,,,,,,,,,
335.1353149     ,336.1425914,no match,,,,,,,,,,
330.9810486     ,331.9883251,no match,,,,,,,,,,
734.3111572     ,735.3184337,no match,,,,,,,,,,
549.3294067     ,550.3366832,no match,,,,,,,,,,
673.4829102     ,674.4901867,674.488655766   ,C37H71O8P       12C , , 14N , , , , , , 1-18:1-2-16:0-sn-glycerol-3-pho,sphate   no KEGG no PubChem
673.4829102     ,674.4901867,674.488655766   ,C37H71O8P       12C , , 14N , , , , , , 1-Hexadecanoyl-2-(9Z-octadeceno,yl)-sn-glycero-3-phosphate       C13889  854134
833.520874     ,834.5281505,no match,,,,,,,,,,
231.9311829     ,232.9384594,no match,,,,,,,,,,
373.1139832     ,374.1212597,374.121296927   ,C16H22O10       12C , , 14N , , , , , , Geniposidic acid        C11673 ,13838
373.1139832     ,374.1212597,374.121296927   ,C16H22O10       12C , , 14N , , , , , , Secologanate    C01957  5058,
373.1139832     ,374.1212597,374.121296927   ,C16H22O10       12C , , 14N , , , , , , Swertiamarin    C09800  11988,
469.1720276     ,470.1793041,no match,,,,,,,,,,
273.9597168     ,274.9669933,no match,,,,,,,,,,
312.1724243     ,313.1797008,no match,,,,,,,,,,
172.8294983     ,173.8367748,no match,,,,,,,,,,
155.8729401     ,156.8802166,no match,,,,,,,,,,
721.3657837     ,722.3730602,no match,,,,,,,,,,
523.2197876     ,524.2270641,524.225761999   ,C26H36O11       12C , , 14N , , , , , , Mascaroside     C09132  11324,
221.8002319     ,222.8075084,no match,,,,,,,,,,
356.106842     ,357.1141185,no match,,,,,,,,,,
214.8480988     ,215.8553753,no match,,,,,,,,,,
444.9736938     ,445.9809703,no match,,,,,,,,,,
549.2567749     ,550.2640514,no match,,,,,,,,,,
259.1298523     ,260.1371288,no match,,,,,,,,,,
346.9755859     ,347.9828624,no match,,,,,,,,,,
189.039566     ,190.0468425,190.047738054   ,C7H10O6 12C     14N , ,     , , ,-3,De,hy,droquinate        C00944  4196,
189.039566     ,190.0468425,190.047738054   ,C7H10O6 12C     14N , ,     , , ,-4,Hy,dr,oxy-4-methyl-2-oxoadipate C04049 ,6750
189.039566     ,190.0468425,190.047738054   ,C7H10O6 12C     14N , ,     , , ,-4,Hy,dr,oxy-2-oxo-heptanedioate   C05601 ,7924
189.039566     ,190.0468425,190.047738054   ,C7H10O6 12C     14N , ,     , , ,"2,",-4,Di,hydroxyhept-2-enedioate   C06201 ,8451
220.8135529     ,221.8208294,no match,,,,,,,,,,
519.3184814     ,520.3257579,no match,,,,,,,,,,
832.5099487     ,833.5172252,no match,,,,,,,,,,
249.8081665     ,250.815443,no match,,,,,,,,,,
320.8867798     ,321.8940563,no match,,,,,,,,,,
224.802887     ,225.8101635,no match,,,,,,,,,,
524.2766113     ,525.2838878,no match,,,,,,,,,,
246.9810333     ,247.9883098,no match,,,,,,,,,,
406.9760742     ,407.9833507,no match,,,,,,,,,,
183.8475342     ,184.8548107,no match,,,,,,,,,,
487.1457214     ,488.1529979,no match,,,,,,,,,,
695.4672852     ,696.4745617,no match,,,,,,,,,,
223.7975006     ,224.8047771,no match,,,,,,,,,,
499.1829224     ,500.1901989,no match,,,,,,,,,,
418.9764709     ,419.9837474,no match,,,,,,,,,,
165.0182343     ,166.0255108,no match,,,,,,,,,,
693.451355     ,694.4586315,no match,,,,,,,,,,
794.5181274     ,795.5254039,no match,,,,,,,,,,
374.9701233     ,375.9773998,no match,,,,,,,,,,
247.8095093     ,248.8167858,no match,,,,,,,,,,
441.1765442     ,442.1838207,442.183897184   ,C21H30O10       12C , , 14N , , , , , , Lusitanicoside  C10474  12657,
340.9841614     ,341.9914379,no match,,,,,,,,,,
699.4990234     ,700.5062999,700.50430583   ,C39H73O8P       12C , , 14N , , , , , , Dioleoylphosphatidic acid     , no KEGG 738554
207.9304352     ,208.9377117,no match,,,,,,,,,,
352.9848633     ,353.9921398,no match,,,,,,,,,,
723.381958     ,724.3892345,no match,,,,,,,,,,
477.1402588     ,478.1475353,no match,,,,,,,,,,
190.9273529     ,191.9346294,no match,,,,,,,,,,
268.9859924     ,269.9932689,no match,,,,,,,,,,
572.1872559     ,573.1945324,no match,,,,,,,,,,
532.2123413     ,533.2196178,no match,,,,,,,,,,
330.980835     ,331.9881115,no match,,,,,,,,,,
479.1774597     ,480.1847362,no match,,,,,,,,,,
843.5307617     ,844.5380382,no match,,,,,,,,,,
536.222229     ,537.2295055,no match,,,,,,,,,,
242.9862366     ,243.9935131,no match,,,,,,,,,,
298.9762573     ,299.9835338,no match,,,,,,,,,,
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,"1,","3,","6,",8-Naphthalenetetrol       C04033 ,6737
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,"3,",-4,De,hydro-6-hydroxymellein    C03830 ,6573
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,tr,an,s-,O-Hydroxybenzylidenepyruvate     ,C06203  8453
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,-2,Hy,dr,oxychromene-2-carboxylate C06204 ,8454
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,Sc,op,ol,etin      C01752  4885,
191.0341034     ,192.0413799,192.042258745   ,C10H8O4 12C     14N , ,     , , ,Ac,am,el,in        C10290  12476,
170.8319702     ,171.8392467,no match,,,,,,,,,,
318.9824219     ,319.9896984,no match,,,,,,,,,,
838.4880981     ,839.4953746,no match,,,,,,,,,,
331.2495117     ,332.2567882,332.256274266   ,C18H36O5        12C , , 14N , , , , , ," 9,10,18-trihydroxystearate     ",no KEGG no PubChem
190.9277039     ,191.9349804,no match,,,,,,,,,,
537.328125     ,538.3354015,no match,,,,,,,,,,
360.175293     ,361.1825695,361.180856858   ,C21H28ClNO2     12C , , 14N , , , , , , Dialicor        C12886  583275,
725.1938477     ,726.2011242,no match,,,,,,,,,,
239.1288605     ,240.136137,no match,,,,,,,,,,
669.4527588     ,670.4600353,670.457355638   ,C37H67O8P       12C , , 14N , , , , , , 1-18:2-2-trans-16:1-sn-glycerol,-3-phosphate     no KEGG no PubChem
323.1347961     ,324.1420726,no match,,,,,,,,,,
318.9805298     ,319.9878063,no match,,,,,,,,,,
581.1369019     ,582.1441784,no match,,,,,,,,,,
537.3283691     ,538.3356456,no match,,,,,,,,,,
328.9848022     ,329.9920787,no match,,,,,,,,,,
276.0177307     ,277.0250072,no match,,,,,,,,,,
198.9356384     ,199.9429149,no match,,,,,,,,,,
505.209198     ,506.2164745,506.215197312   ,C26H34O10       12C , , 14N , , , , , , Limonoate       C01593  4748,
435.2526855     ,436.259962,436.258990181   ,C21H41O7P       12C , , 14N , , , , , , 1-Oleoyl-lysophosphatidic acid ,no KEGG 666331
435.2526855     ,436.259962,436.258990181   ,C21H41O7P       12C , , 14N , , , , , , Stearoylglycerone phosphate   , C03805  6554
356.9963989     ,358.0036754,no match,,,,,,,,,,
388.9863892     ,389.9936657,no match,,,,,,,,,,
506.3421326     ,507.3494091,no match,,,,,,,,,,
675.3601074     ,676.3673839,no match,,,,,,,,,,
412.9847412     ,413.9920177,no match,,,,,,,,,,
362.9871826     ,363.9944591,no match,,,,,,,,,,
324.9891052     ,325.9963817,no match,,,,,,,,,,
817.5146484     ,818.5219249,no match,,,,,,,,,,
461.1665344     ,462.1738109,no match,,,,,,,,,,
832.5089111     ,833.5161876,no match,,,,,,,,,,
326.9887695     ,327.996046,no match,,,,,,,,,,
241.8825684     ,242.8898449,no match,,,,,,,,,,
247.8096313     ,248.8169078,no match,,,,,,,,,,
452.2783813     ,453.2856578,no match,,,,,,,,,,
324.989563     ,325.9968395,no match,,,,,,,,,,
372.9909363     ,373.9982128,no match,,,,,,,,,,
795.5202026     ,796.5274791,no match,,,,,,,,,,
634.4091797     ,635.4164562,no match,,,,,,,,,,
577.1577148     ,578.1649913,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Violanthin      C10196  12382,
577.1577148     ,578.1649913,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Apigenin 7-O-neohesperidoside , C12627  583017
577.1577148     ,578.1649913,578.163555672   ,C27H30O14       12C , , 14N , , , , , , kaempferol-3-rhamnoside-7-rhamn,oside    no KEGG no PubChem
577.1577148     ,578.1649913,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Vitexin 2''-O-beta-L-rhamnoside,C12628  583018
833.5209961     ,834.5282726,no match,,,,,,,,,,
344.9794006     ,345.9866771,no match,,,,,,,,,,
239.0771179     ,240.0843944,no match,,,,,,,,,,
187.9408417     ,188.9481182,no match,,,,,,,,,,
311.1689453     ,312.1762218,no match,,,,,,,,,,
884.423584     ,885.4308605,no match,,,,,,,,,,
833.5193481     ,834.5266246,no match,,,,,,,,,,
342.8153381     ,343.8226146,no match,,,,,,,,,,
307.191864     ,308.1991405,308.198759387   ,C18H28O4        12C , , 14N , , , , , , 5-O-Methylembelin       C10373 ,12559
493.120636     ,494.1279125,no match,,,,,,,,,,
670.4546509     ,671.4619274,no match,,,,,,,,,,
241.882309     ,242.8895855,no match,,,,,,,,,,
376.1701355     ,377.177412,no match,,,,,,,,,,
299.2590332     ,300.2663097,300.266445022   ,C18H36O3        12C , , 14N , , , , , , (R)-2-Hydroxystearate   C03042 ,5945
299.2590332     ,300.2663097,300.266445022   ,C18H36O3        12C , , 14N , , , , , , (S)-2-Hydroxystearate   C03045 ,5948
299.2590332     ,300.2663097,300.266445022   ,C18H36O3        12C , , 14N , , , , , , (R)-10-Hydroxystearate  C03195 ,6072
191.0551758     ,192.0624523,192.063388118   ,C7H12O6 12C     14N , ,     , , ,(1,"R,",3R,",4R,5R)-(-)-Quinic acid   bmse000",306
191.0551758     ,192.0624523,192.063388118   ,C7H12O6 12C     14N , ,     , , ,Qu,in,at,e C00296  3590,
191.0551758     ,192.0624523,192.063388118   ,C7H12O6 12C     14N , ,     , , ,5D,-5,#NAME?,"-Methyl-2,3,5/4,6-pentahydroxycyc",lohexanone       C01295  4514
191.0551758     ,192.0624523,192.063388118   ,C7H12O6 12C     14N , ,     , , ,Va,li,ol,one       C12113  14260,
165.9780426     ,166.9853191,no match,,,,,,,,,,
697.4815063     ,698.4887828,no match,,,,,,,,,,
286.0440063     ,287.0512828,no match,,,,,,,,,,
225.7951508     ,226.8024273,no match,,,,,,,,,,
257.13974       ,258.1470165,no match,,,,,,,,,,
400.9854736     ,401.9927501,no match,,,,,,,,,,
837.4830933     ,838.4903698,no match,,,,,,,,,,
547.1467896     ,548.1540661,no match,,,,,,,,,,
609.3503418     ,610.3576183,no match,,,,,,,,,,
467.1769409     ,468.1842174,468.182922544   ,C27H25ClN6      12C , , 14N , , , , , , Acriflavine     C11273  13450,
998.5784302     ,999.5857067,no match,,,,,,,,,,
794.5202026     ,795.5274791,no match,,,,,,,,,,
595.6813965     ,596.688673,no match,,,,,,,,,,
479.2141418     ,480.2214183,no match,,,,,,,,,,
555.2955933     ,556.3028698,556.303618389   ,C32H44O8        12C , , 14N , , , , , , Cucurbitacin E  C08797  10990,
178.8795776     ,179.8868541,no match,,,,,,,,,,
190.9274445     ,191.934721,no match,,,,,,,,,,
1001.369995     ,1002.377271,no match,,,,,,,,,,
675.4118042     ,676.4190807,no match,,,,,,,,,,
591.2616577     ,592.2689342,no match,,,,,,,,,,
285.1342773     ,286.1415538,no match,,,,,,,,,,
444.9734497     ,445.9807262,no match,,,,,,,,,,
354.9804382     ,355.9877147,no match,,,,,,,,,,
493.230011     ,494.2372875,no match,,,,,,,,,,
383.175293     ,384.1825695,no match,,,,,,,,,,
346.9753723     ,347.9826488,no match,,,,,,,,,,
885.4862671     ,886.4935436,886.492600951   ,C45H74O17       12C , , 14N , , , , , , Sarsasapogenin 3-O-4G-rhamnosyl,sophoroside      C08912  11104
885.4862671     ,886.4935436,886.492600951   ,C45H74O17       12C , , 14N , , , , , , Osladin C08905  11097,
445.1714783     ,446.1787548,no match,,,,,,,,,,
794.5187988     ,795.5260753,no match,,,,,,,,,,
739.2102661     ,740.2175426,740.216379104   ,C33H40O19       12C , , 14N , , , , , , Robinin C10178  12364,
505.2086792     ,506.2159557,506.215197312   ,C26H34O10       12C , , 14N , , , , , , Limonoate       C01593  4748,
256.0544128     ,257.0616893,no match,,,,,,,,,,
172.8289795     ,173.836256,no match,,,,,,,,,,
356.9958801     ,358.0031566,no match,,,,,,,,,,
533.1676025     ,534.174879,534.173726428   ,C26H30O12       12C , , 14N , , , , , , S-b-S   bmse010154,
533.1676025     ,534.174879,534.173726428   ,C26H30O12       12C , , 14N , , , , , , Dalpanin        C10416  12602,
380.9777527     ,381.9850292,no match,,,,,,,,,,
364.9851074     ,365.9923839,no match,,,,,,,,,,
375.1667786     ,376.1740551,no match,,,,,,,,,,
255.7704468     ,256.7777233,no match,,,,,,,,,,
832.5074463     ,833.5147228,no match,,,,,,,,,,
609.2749634     ,610.2822399,no match,,,,,,,,,,
162.8377075     ,163.844984,no match,,,,,,,,,,
459.2245483     ,460.2318248,no match,,,,,,,,,,
794.5198975     ,795.527174,no match,,,,,,,,,,
493.2300415     ,494.237318,no match,,,,,,,,,,
431.1919861     ,432.1992626,no match,,,,,,,,,,
165.0390472     ,166.0463237,no match,,,,,,,,,,
293.1792603     ,294.1865368,no match,,,,,,,,,,
301.1660156     ,302.1732921,302.172938567   ,C15H26O6        12C , , 14N , , , , , , Tributyrin      C13870  854115,
324.9732361     ,325.9805126,no match,,,,,,,,,,
831.5078735     ,832.51515,no match,,,,,,,,,,
418.1074829     ,419.1147594,no match,,,,,,,,,,
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , ," Ethyl(E,Z)-decadienoate C08486 ",10679
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , Bornyl acetate  C11338  13513,
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , Linalyl acetate C09863  12049,
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , Geranyl acetate C09861  12047,
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , ," (1S,2R,4S)-(-)-Bornyl acetate ", C09837  12025
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , beta-Terpinyl acetate   C12301 ,582692
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , alpha-Terpinyl acetate  C12300 ,582691
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , gamma-Terpinyl acetate  C12302 ,582693
195.138382     ,196.1456585,196.146329886   ,C12H20O2        12C , , 14N , , , , , , Allyl cyclohexylpropionate     ,C12306  582697
342.9801331     ,343.9874096,no match,,,,,,,,,,
449.2032166     ,450.2104931,no match,,,,,,,,,,
834.5230713     ,835.5303478,no match,,,,,,,,,,
186.0762482     ,187.0835247,187.084457911   ,C8H13NO4        12C , , 14N , , , , , , 6-Acetamido-2-oxohexanoate     ,C05548  7884
186.0762482     ,187.0835247,187.084457911   ,C8H13NO4        12C , , 14N , , , , , , 6-Acetamido-3-oxohexanoate     ,C03682  6457
186.0762482     ,187.0835247,187.084457911   ,C8H13NO4        12C , , 14N , , , , , , N-(3-(S)-Hydroxybutyryl)homoser,ine lactone      C11842  14004
186.0762482     ,187.0835247,187.084457911   ,C8H13NO4        12C , , 14N , , , , , , N2-Acetyl-L-aminoadipate semial,dehyde   C12988  583377
404.9809265     ,405.988203,no match,,,,,,,,,,
461.2404175     ,462.247694,no match,,,,,,,,,,
577.1566772     ,578.1639537,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Violanthin      C10196  12382,
577.1566772     ,578.1639537,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Apigenin 7-O-neohesperidoside , C12627  583017
577.1566772     ,578.1639537,578.163555672   ,C27H30O14       12C , , 14N , , , , , , kaempferol-3-rhamnoside-7-rhamn,oside    no KEGG no PubChem
577.1566772     ,578.1639537,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Vitexin 2''-O-beta-L-rhamnoside,C12628  583018
346.1148682     ,347.1221447,no match,,,,,,,,,,
413.1818848     ,414.1891613,no match,,,,,,,,,,
450.98172       ,451.9889965,no match,,,,,,,,,,
721.5037231     ,722.5109996,no match,,,,,,,,,,
716.265564     ,717.2728405,no match,,,,,,,,,,
180.9884491     ,181.9957256,no match,,,,,,,,,,
595.3717651     ,596.3790416,no match,,,,,,,,,,
346.8148193     ,347.8220958,no match,,,,,,,,,,
884.3534546     ,885.3607311,no match,,,,,,,,,,
228.1320496     ,229.1393261,no match,,,,,,,,,,
718.6884155     ,719.695692,no match,,,,,,,,,,
578.1599121     ,579.1671886,no match,,,,,,,,,,
489.1977539     ,490.2050304,no match,,,,,,,,,,
268.9841003     ,269.9913768,no match,,,,,,,,,,
741.2628174     ,742.2700939,742.268414674   ,C34H46O18       12C , , 14N , , , , , , Acanthoside D   C10543  12726,
674.4867554     ,675.4940319,no match,,,,,,,,,,
268.9849548     ,269.9922313,no match,,,,,,,,,,
476.9798584     ,477.9871349,no match,,,,,,,,,,
313.7368164     ,314.7440929,no match,,,,,,,,,,
379.140564     ,380.1478405,no match,,,,,,,,,,
639.2880249     ,640.2953014,no match,,,,,,,,,,
221.8421173     ,222.8493938,no match,,,,,,,,,,
249.8076935     ,250.81497,no match,,,,,,,,,,
439.2702637     ,440.2775402,no match,,,,,,,,,,
376.9856873     ,377.9929638,no match,,,,,,,,,,
295.8746643     ,296.8819408,no match,,,,,,,,,,
583.3338623     ,584.3411388,no match,,,,,,,,,,
417.213623     ,418.2208995,no match,,,,,,,,,,
241.8232269     ,242.8305034,no match,,,,,,,,,,
433.2085266     ,434.2158031,no match,,,,,,,,,,
374.9864807     ,375.9937572,no match,,,,,,,,,,
805.2945557     ,806.3018322,no match,,,,,,,,,,
178.8793182     ,179.8865947,no match,,,,,,,,,,
363.8762512     ,364.8835277,no match,,,,,,,,,,
345.1922913     ,346.1995678,346.199153318   ,C17H30O7        12C , , 14N , , , , , ," (3S,4S)-3-Hydroxytetradecane-1,","3,4-tricarboxylate       C04529  7139"
253.772644     ,254.7799205,no match,,,,,,,,,,
253.7729187     ,254.7801952,no match,,,,,,,,,,
505.339447     ,506.3467235,no match,,,,,,,,,,
280.9833679     ,281.9906444,no match,,,,,,,,,,
368.9794922     ,369.9867687,no match,,,,,,,,,,
1038.380493     ,1039.387769,no match,,,,,,,,,,
213.8871155     ,214.894392,no match,,,,,,,,,,
435.2515259     ,436.2588024,436.258990181   ,C21H41O7P       12C , , 14N , , , , , , 1-Oleoyl-lysophosphatidic acid ,no KEGG 666331
435.2515259     ,436.2588024,436.258990181   ,C21H41O7P       12C , , 14N , , , , , , Stearoylglycerone phosphate   , C03805  6554
794.5177612     ,795.5250377,no match,,,,,,,,,,
195.8101196     ,196.8173961,no match,,,,,,,,,,
252.9989319     ,254.0062084,no match,,,,,,,,,,
195.8100739     ,196.8173504,no match,,,,,,,,,,
178.9768066     ,179.9840831,no match,,,,,,,,,,
372.990448     ,373.9977245,no match,,,,,,,,,,
358.9953613     ,360.0026378,no match,,,,,,,,,,
521.1665649     ,522.1738414,522.173726428   ,C25H30O12       12C , , 14N , , , , , , Melampodinin    C09501  11692,
236.0771637     ,237.0844402,237.084851841   ,C8H15NO7        12C , , 14N , , , , , , N-Acetyl-D-glucosaminate       ,C01133  4364
236.0771637     ,237.0844402,237.084851841   ,C8H15NO7        12C , , 14N , , , , , , N-Glycolyl-D-glucosamine       ,C03146  6034
236.0771637     ,237.0844402,237.084851841   ,C8H15NO7        12C , , 14N , , , , , , N-Glycolyl-D-mannosamine       ,C03521  6329
795.5219727     ,796.5292492,no match,,,,,,,,,,
206.9723206     ,207.9795971,no match,,,,,,,,,,
377.2825623     ,378.2898388,no match,,,,,,,,,,
274.1282959     ,275.1355724,no match,,,,,,,,,,
385.2240295     ,386.231306,386.230453446   ,C20H34O7        12C , , 14N , , , , , , Oleandolide     C11990  14151,
386.9699097     ,387.9771862,no match,,,,,,,,,,
738.3153687     ,739.3226452,no match,,,,,,,,,,
286.9928284     ,288.0001049,no match,,,,,,,,,,
215.0095215     ,216.016798,no match,,,,,,,,,,
433.2362366     ,434.2435131,434.243340117   ,C21H39O7P       12C , , 14N , , , , , , Oleoylglycerone phosphate     , C03630  6413
186.8552551     ,187.8625316,no match,,,,,,,,,,
249.1531219     ,250.1603984,no match,,,,,,,,,,
697.4832764     ,698.4905529,no match,,,,,,,,,,
745.2727051     ,746.2799816,no match,,,,,,,,,,
252.9988556     ,254.0061321,no match,,,,,,,,,,
837.4848633     ,838.4921398,no match,,,,,,,,,,
669.7077026     ,670.7149791,no match,,,,,,,,,,
178.8792267     ,179.8865032,no match,,,,,,,,,,
432.1955261     ,433.2028026,no match,,,,,,,,,,
392.9781189     ,393.9853954,no match,,,,,,,,,,
180.9881897     ,181.9954662,no match,,,,,,,,,,
835.5314941     ,836.5387706,836.541479197   ,C43H81O13P      12C , , 14N , , , , , , 1-Hexadecanoyl-2-(9Z-octadeceno,yl)-sn-glycero-3-phospho-1'-myo-inositol C13888  854133
296.1070251     ,297.1143016,no match,,,,,,,,,,
889.6825562     ,890.6898327,no match,,,,,,,,,,
215.0067902     ,216.0140667,no match,,,,,,,,,,
381.15979       ,382.1670665,no match,,,,,,,,,,
567.3397217     ,568.3469982,no match,,,,,,,,,,
403.1972351     ,404.2045116,no match,,,,,,,,,,
257.819397     ,258.8266735,no match,,,,,,,,,,
885.3568726     ,886.3641491,no match,,,,,,,,,,
242.9857636     ,243.9930401,no match,,,,,,,,,,
1212.49231     ,1213.499586,no match,,,,,,,,,,
207.8361664     ,208.8434429,no match,,,,,,,,,,
157.8711243     ,158.8784008,no match,,,,,,,,,,
440.9983826     ,442.0056591,no match,,,,,,,,,,
346.9762573     ,347.9835338,no match,,,,,,,,,,
257.1759033     ,258.1831798,258.183109323   ,C14H26O4        12C , , 14N , , , , , , Diisobutyl adipate      C14260 ,151978
257.1759033     ,258.1831798,258.183109323   ,C14H26O4        12C , , 14N , , , , , , Dibutyl adipate C14253  7847063,
164.8348846     ,165.8421611,no match,,,,,,,,,,
501.271637     ,502.2789135,no match,,,,,,,,,,
525.2191162     ,526.2263927,no match,,,,,,,,,,
691.3573608     ,692.3646373,no match,,,,,,,,,,
449.2550659     ,450.2623424,450.261753575   ,C25H38O7        12C , , 14N , , , , , , Laserpitin      C09697  11887,
218.9854584     ,219.9927349,219.993519538   ,C4H11Cl2N2O2P   12C , , 14N , , , , , , Phosphoramide mustard   C07647 ,9849
475.2662659     ,476.2735424,no match,,,,,,,,,,
336.9734802     ,337.9807567,no match,,,,,,,,,,
837.4849854     ,838.4922619,no match,,,,,,,,,,
669.4517212     ,670.4589977,670.457355638   ,C37H67O8P       12C , , 14N , , , , , , 1-18:2-2-trans-16:1-sn-glycerol,-3-phosphate     no KEGG no PubChem
644.1764526     ,645.1837291,no match,,,,,,,,,,
669.4509277     ,670.4582042,670.457355638   ,C37H67O8P       12C , , 14N , , , , , , 1-18:2-2-trans-16:1-sn-glycerol,-3-phosphate     no KEGG no PubChem
253.7726593     ,254.7799358,no match,,,,,,,,,,
589.2508545     ,590.258131,no match,,,,,,,,,,
699.4983521     ,700.5056286,700.50430583   ,C39H73O8P       12C , , 14N , , , , , , Dioleoylphosphatidic acid     , no KEGG 738554
368.9789734     ,369.9862499,no match,,,,,,,,,,
437.2686462     ,438.2759227,no match,,,,,,,,,,
839.499939     ,840.5072155,no match,,,,,,,,,,
493.2661743     ,494.2734508,no match,,,,,,,,,,
222.8105927     ,223.8178692,no match,,,,,,,,,,
700.9088745     ,701.916151,no match,,,,,,,,,,
756.2081909     ,757.2154674,757.218570178   ,C33H41O20+      12C , , 14N , , , , , , Cyanidin 3-O-rutinoside 5-O-bet,a-D-glucoside    C12646  583036
309.2076416     ,310.2149181,310.214409451   ,C18H30O4        12C , , 14N , , , , , ," (9Z,11E,14Z)-(13S)-13-Hydropero","xyoctadeca-9,11,14-trienoic acid C04785  7348"
309.2076416     ,310.2149181,310.214409451   ,C18H30O4        12C , , 14N , , , , , , 13(S)-hydroperoxylinolenate   , no KEGG 730469
309.2076416     ,310.2149181,310.214409451   ,C18H30O4        12C , , 14N , , , , , ," (9Z,12Z,15Z)-(7S,8S)-Dihydroxyo","ctadeca-9,12,15-trienoic acid    C07357  9562"
318.9810181     ,319.9882946,no match,,,,,,,,,,
272.9588928     ,273.9661693,no match,,,,,,,,,,
414.1491089     ,415.1563854,no match,,,,,,,,,,
358.9948425     ,360.002119,no match,,,,,,,,,,
552.3486328     ,553.3559093,no match,,,,,,,,,,
206.9720612     ,207.9793377,no match,,,,,,,,,,
412.9838257     ,413.9911022,no match,,,,,,,,,,
476.9794006     ,477.9866771,no match,,,,,,,,,,
155.8729248     ,156.8802013,no match,,,,,,,,,,
